name,url,salary,id_vacancy,employer,employer_url,requirement,responsibility
Учитель русского языка и литературы,https://www.superjob.ru/vakansii/uchitel-russkogo-yazyka-i-literatury-46158411.html,90000,46158411,нет данных,нет данных,"Обязанности:
• Преподавание учебных дисциплин, организация учебной деятельности обучающихся по освоению образовательных программ; педагогический контроль и оценка освоения образовательной программы в процессе промежуточной и итоговой аттестации; разработка программно-методического обеспечения учебных дисциплин, выполнение обязанностей руководителя класса
Требования:
• высшее профессиональное образование, первая или высшая квалификационная категория по должности ""учитель"", диагностика МЦКО высокий или экспертный уровни, наличие результатов обучающихся при прохождении государственной итоговой аттестации
Условия:
• шестидневная рабочая неделя, достойная заработная плата","<p><b>Обязанности:</b><ul><li>Преподавание учебных дисциплин, организация учебной деятельности обучающихся по освоению образовательных программ; педагогический контроль и оценка освоения образовательной программы в процессе промежуточной и итоговой аттестации; разработка программно-методического обеспечения учебных дисциплин, выполнение обязанностей руководителя класса</li></ul><b>Требования:</b><ul><li>высшее профессиональное образование, первая или высшая квалификационная категория по должности ""учитель"", диагностика МЦКО высокий или экспертный уровни, наличие результатов обучающихся при прохождении государственной итоговой аттестации</li></ul><b>Условия:</b><ul><li>шестидневная рабочая неделя, достойная заработная плата</li></ul></p>"
Учитель географии,https://spb.superjob.ru/vakansii/uchitel-geografii-46167951.html,35000,46167951,нет данных,нет данных,"Обязанности:
• Осуществляет обучение и воспитание обучающихся с учетом специфики преподаваемого предмета, проводит уроки и другие занятия в соответствии с расписанием в указанных помещениях.
• Составляет тематический план работы по предмету в каждой параллели классов на учебную четверть и рабочий план на каждый урок.
• В своей работе по предмету использует разнообразные приемы, методы и средства обучения. 
• Реализует образовательные программы. 
• Может переставлять по своему усмотрению темы уроков в отдельных разделах программы. 
• Проводит с учащимися установленное учебным планом количество контрольных и практических работ, а также необходимые учебные экскурсии.","<p><b>Обязанности:</b><ul><li>Осуществляет обучение и воспитание обучающихся с учетом специфики преподаваемого предмета, проводит уроки и другие занятия в соответствии с расписанием в указанных помещениях.</li><li>Составляет тематический план работы по предмету в каждой параллели классов на учебную четверть и рабочий план на каждый урок.</li><li>В своей работе по предмету использует разнообразные приемы, методы и средства обучения. </li><li>Реализует образовательные программы. </li><li>Может переставлять по своему усмотрению темы уроков в отдельных разделах программы. </li><li>Проводит с учащимися установленное учебным планом количество контрольных и практических работ, а также необходимые учебные экскурсии.</li></ul></p>"
Учитель технологии для мальчиков,https://rnd.superjob.ru/vakansii/uchitel-tehnologii-dlya-malchikov-46169332.html,35000,46169332,нет данных,нет данных,"Обязанности:
• Формирование общекультурных компетенций и понимания места предмета в общей картине мира
• Определение на основе анализа учебной деятельности обучающегося оптимальных (в том или ином предметном образовательном контексте) способов его обучения и развития
• Определение совместно с обучающимся, его родителями (законными представителями), другими участниками образовательного процесса (педагог-психолог, учитель-дефектолог, методист и т. д.) зоны его ближайшего развития, разработка и реализация (при необходимости) индивидуального образовательного маршрута и индивидуальной программы развития обучающихся
• Планирование специализированного образовательного процесса для группы, класса и/или отдельных контингентов обучающихся с выдающимися способностями и/или особыми образовательными потребностями на основе имеющихся типовых программ и собственных разработок с учетом специфики состава обучающихся, уточнение и модификация планирования
• Применение специальных языковых программ (в том числе русского как иностранного), программ повышения языковой культуры, и развития навыков поликультурного общения
• Совместное с учащимися использование иноязычных источников информации, инструментов перевода, произношения
• Организация олимпиад, конференций, турниров математических и лингвистических игр в школе и др.
Требования:
• Основы общетеоретических дисциплин в объеме, необходимых для решения педагогических, научно-методических и организационно-управленческих задач (педагогика, психология, возрастная физиология; школьная гигиена; методика преподавания предмета)
• Программы и учебники по преподаваемому предмету
• Теория и методы управления образовательными системами, методика учебной и воспитательной работы, требования к оснащению и оборудованию учебных кабинетов и подсобных помещений к ним, средства обучения и их дидактические возможности
• Современные педагогические технологии реализации компетентностного подхода с учетом возрастных и индивидуальных особенностей обучающихся
• Методы и технологии поликультурного, дифференцированного и развивающего обучения
• Основы экологии, экономики, социологии
• Правила внутреннего распорядка
• Правила по охране труда и требования к безопасности образовательной среды
• Применять современные образовательные технологии, включая информационные, а также цифровые образовательные ресурсы
• Проводить учебные занятия, опираясь на достижения в области педагогической и психологической наук, возрастной физиологии и школьной гигиены, а также современных информационных технологий и методик обучения
• Планировать и осуществлять учебный процесс в соответствии с основной общеобразовательной программой
• Разрабатывать рабочую программу по предмету, курсу на основе примерных основных общеобразовательных программ и обеспечивать ее выполнение
• Организовать самостоятельную деятельность обучающихся, в том числе исследовательскую
• Разрабатывать и реализовывать проблемное обучение, осуществлять связь обучения по предмету (курсу, программе) с практикой, обсуждать с обучающимися актуальные события современности
• Осуществлять контрольно-оценочную деятельность в образовательном процессе
• Использовать современные способы оценивания в условиях информационно-коммуникационных технологий (ведение электронных форм документации, в том числе электронного журнала и дневников обучающихся)
• Использовать разнообразные формы, приемы, методы и средства обучения, в том числе по индивидуальным учебным планам, ускоренным курсам в рамках федеральных государственных образовательных стандартов основного общего образования и среднего общего образования
• Владеть основами работы с текстовыми редакторами, электронными таблицами, электронной почтой и браузерами, мультимедийным оборудованием
• Владеть методами убеждения, аргументации своей позиции
• Устанавливать контакты с обучающимися разного возраста и их родителями (законными представителями), другими педагогическими и иными работниками
• Владеть технологиями диагностики причин конфликтных ситуаций, их профилактики и разрешения
Условия:
• Квалификация: 1
• Опыт работы от 3 лет
• Образование: Высшее
• Специальность по образованию: ОБРАЗОВАНИЕ И ПЕДАГОГИКА","<p><b>Обязанности:</b></p><ul><li>Формирование общекультурных компетенций и понимания места предмета в общей картине мира</li><li>Определение на основе анализа учебной деятельности обучающегося оптимальных (в том или ином предметном образовательном контексте) способов его обучения и развития</li><li>Определение совместно с обучающимся, его родителями (законными представителями), другими участниками образовательного процесса (педагог-психолог, учитель-дефектолог, методист и т. д.) зоны его ближайшего развития, разработка и реализация (при необходимости) индивидуального образовательного маршрута и индивидуальной программы развития обучающихся</li><li>Планирование специализированного образовательного процесса для группы, класса и/или отдельных контингентов обучающихся с выдающимися способностями и/или особыми образовательными потребностями на основе имеющихся типовых программ и собственных разработок с учетом специфики состава обучающихся, уточнение и модификация планирования</li><li>Применение специальных языковых программ (в том числе русского как иностранного), программ повышения языковой культуры, и развития навыков поликультурного общения</li><li>Совместное с учащимися использование иноязычных источников информации, инструментов перевода, произношения</li><li>Организация олимпиад, конференций, турниров математических и лингвистических игр в школе и др.</li></ul><b>Требования:</b><ul><li>Основы общетеоретических дисциплин в объеме, необходимых для решения педагогических, научно-методических и организационно-управленческих задач (педагогика, психология, возрастная физиология; школьная гигиена; методика преподавания предмета)</li><li>Программы и учебники по преподаваемому предмету</li><li>Теория и методы управления образовательными системами, методика учебной и воспитательной работы, требования к оснащению и оборудованию учебных кабинетов и подсобных помещений к ним, средства обучения и их дидактические возможности</li><li>Современные педагогические технологии реализации компетентностного подхода с учетом возрастных и индивидуальных особенностей обучающихся</li><li>Методы и технологии поликультурного, дифференцированного и развивающего обучения</li><li>Основы экологии, экономики, социологии</li><li>Правила внутреннего распорядка</li><li>Правила по охране труда и требования к безопасности образовательной среды</li><li>Применять современные образовательные технологии, включая информационные, а также цифровые образовательные ресурсы</li><li>Проводить учебные занятия, опираясь на достижения в области педагогической и психологической наук, возрастной физиологии и школьной гигиены, а также современных информационных технологий и методик обучения</li><li>Планировать и осуществлять учебный процесс в соответствии с основной общеобразовательной программой</li><li>Разрабатывать рабочую программу по предмету, курсу на основе примерных основных общеобразовательных программ и обеспечивать ее выполнение</li><li>Организовать самостоятельную деятельность обучающихся, в том числе исследовательскую</li><li>Разрабатывать и реализовывать проблемное обучение, осуществлять связь обучения по предмету (курсу, программе) с практикой, обсуждать с обучающимися актуальные события современности</li><li>Осуществлять контрольно-оценочную деятельность в образовательном процессе</li><li>Использовать современные способы оценивания в условиях информационно-коммуникационных технологий (ведение электронных форм документации, в том числе электронного журнала и дневников обучающихся)</li><li>Использовать разнообразные формы, приемы, методы и средства обучения, в том числе по индивидуальным учебным планам, ускоренным курсам в рамках федеральных государственных образовательных стандартов основного общего образования и среднего общего образования</li><li>Владеть основами работы с текстовыми редакторами, электронными таблицами, электронной почтой и браузерами, мультимедийным оборудованием</li><li>Владеть методами убеждения, аргументации своей позиции</li><li>Устанавливать контакты с обучающимися разного возраста и их родителями (законными представителями), другими педагогическими и иными работниками</li><li>Владеть технологиями диагностики причин конфликтных ситуаций, их профилактики и разрешения</li></ul><p><b>Условия:</b></p><ul><li>Квалификация: 1</li><li>Опыт работы от 3 лет</li><li>Образование: Высшее</li><li>Специальность по образованию: ОБРАЗОВАНИЕ И ПЕДАГОГИКА</li></ul>"
Учитель физики,https://spb.superjob.ru/vakansii/uchitel-fiziki-11654769.html,0,11654769,нет данных,нет данных,"Лицей 387 имени Н.В.Белоусова Кировского района приглашает учителя физики для ведения уроков в классах с техническим профилем. 

Обязанности:
Преподавание физики в 8-11 лицейских классах.

Условия:
Оформление по ТК. 
Оснащенный кабинет физики. Дружный коллектив.
Просим высылать резюме на адрес электронной почты лицея.","<p> Лицей 387 имени Н.В.Белоусова Кировского района приглашает учителя физики для ведения уроков в классах с техническим профилем. 

<b><br /></b></p><b>Обязанности:</b><br />Преподавание физики  в 8-11  лицейских классах.<br /><br /><b>Условия:</b><br />Оформление по ТК. <p>Оснащенный кабинет физики. Дружный коллектив.</p><p>Просим высылать резюме на  адрес электронной почты лицея.</p>"
Учитель физики,https://spb.superjob.ru/vakansii/uchitel-fiziki-26806282.html,0,26806282,нет данных,нет данных,Высшее профильное образование. Наличие готовой медицинской книжки. Наличие справки об отсутствии судимости.,"<b>Обязанности:</b><br /><br />Разработка и реализация программ учебных дисциплин в рамках основной общеобразовательной программы Осуществление профессиональной деятельности в соответствии с требованиями федеральных государственных образовательных стандартов основного общего, среднего общего образования Участие в разработке и реализация программы развития образовательной организации в целях создания безопасной и комфортной образовательной среды Планирование и проведение учебных занятий Систематический анализ эффективности учебных занятий и подходов к обучению Организация, осуществление контроля и оценки учебных достижений, текущих, и итоговых результатов освоения основной образовательной программы обучающимися Формирование универсальных учебных действий Формирование навыков, связанных с информационно-коммуникационными технологиями (ИКТ-технологиями) Формирование мотивации к обучению Объективная оценка знаний обучающихся на основе тестирования и других методов контроля в соответствии с реальными учебными возможностями детей Регулирование поведения обучающихся для обеспечения безопасной образовательной среды Создание, поддержание уклада, атмосферы и традиций жизни образовательной организации<br /><br /><b>Требования:</b><br /><br />Высшее профильное образование. Наличие готовой медицинской книжки. Наличие справки об отсутствии судимости.<br /><br /><b>Условия:</b><br /><br />Безопасная и комфортная образовательная среда. Заработная плата сотрудников формируется в соответствии с Законом Санкт-Петербурга &quot;О системах оплаты труда работников государственных учреждений Санкт-Петербурга&quot; (с изменениями на 17 июля 2013 года). Корпоративное обучение и мероприятия."
Учитель математики,https://spb.superjob.ru/vakansii/uchitel-matematiki-25120019.html,0,25120019,нет данных,нет данных,"Обязанности:

Преподавание математики. Классное руководство. Внеурочная деятельность.

Требования:

Знание базовых учебных программ, обучение по ФГОС, медкнижка.

Условия:

С 1 сентября 2023 года.","<b>Обязанности:</b><br /><br />Преподавание математики. Классное руководство. Внеурочная деятельность.<br /><br /><b>Требования:</b><br /><br />Знание базовых учебных программ, обучение по ФГОС, медкнижка.<br /><br /><b>Условия:</b><br /><br />С 1 сентября 2023 года."
Учитель русского языка и литературы,https://spb.superjob.ru/vakansii/uchitel-russkogo-yazyka-i-literatury-28448073.html,65000,28448073,нет данных,нет данных,"Обязанности:

Преподавание русского языка и литературы в основной школе, работа со школьной документацией, составление планов и рабочих программ, 
Требования:

В соответствии с профессиональным стандартом учителя

Условия:

В соответствии с законодательством, шестидневная рабочая неделя (один день методический), отпуск в летнее время. Вакансия открывается с 01.09.2023","<b>Обязанности:</b><br /><br />Преподавание русского языка и литературы в основной школе, работа со школьной документацией, составление планов и рабочих программ, <br /><b>Требования:</b><br /><br />В соответствии с профессиональным стандартом учителя<br /><br /><b>Условия:</b><br /><br />В соответствии с законодательством, шестидневная рабочая неделя (один день методический), отпуск в летнее время. Вакансия открывается с 01.09.2023"
Учитель математики,https://spb.superjob.ru/vakansii/uchitel-matematiki-28708452.html,0,28708452,нет данных,нет данных,"Обязанности:


· Осуществляет обучение и воспитание обучающихся с учетом специфики преподаваемого предмета.
 
· Проводит уроки и другие занятия в соответствии с расписанием в указанных помещениях.
 
· Подготовка к предметным олимпиадам.
 
· Ведение школьной документации, составление отчетности
 
· Ведение электронных информационных систем
 
· Составляет тематический план работы по предмету в каждой параллели классов на учебную четверть и рабочий план на каждый урок.
 
· В своей работе по предмету использует разнообразные приемы, методы и средства обучения.
 
· Реализует образовательные программы.
Требования:

· Высшее педагогическое образование
 
· Знание АИС "" Параграф"",
 
· Владение современными педагогическими технологиями.
 
· Уверенный пользователь ПК.
Условия:

 Наличие справки об отсутствии судимости. 
Наличие справки из психоневрологического диспансера. 
Наличие действующей санитарной книжки. 
Трудоустройство в соответствии с ТК РФ 
Полный рабочий день 
На территории работодателя","<b>Обязанности:</b><br /><br /><p>·        
Осуществляет обучение и воспитание обучающихся с учетом специфики
преподаваемого предмета.</p>

<p>·        
Проводит уроки и другие занятия в соответствии с расписанием в указанных
помещениях.</p>

<p>·        
Подготовка к предметным олимпиадам.</p>

<p>·        
Ведение школьной документации, составление отчетности</p>

<p>·        
Ведение электронных информационных систем</p>

<p>·        
Составляет тематический план работы по предмету в каждой параллели классов
на учебную четверть и рабочий план на каждый урок.</p>

<p>·        
В своей работе по предмету использует разнообразные приемы, методы и
средства обучения.</p>

<p>·        
Реализует образовательные программы.</p><b>Требования:</b><br /><p>·        
Высшее педагогическое образование</p>

<p>·        
Знание АИС "" Параграф"",</p>

<p>·        
Владение современными педагогическими технологиями.</p>

<p>·        
Уверенный пользователь ПК.</p><b>Условия:</b><br /><br /> Наличие справки об отсутствии судимости. <p>Наличие справки из психоневрологического диспансера. </p><p>Наличие действующей санитарной книжки. </p><p>Трудоустройство в соответствии с ТК РФ </p><p>Полный рабочий день </p><p>На территории работодателя</p>"
Учитель русского языка и литературы,https://spb.superjob.ru/vakansii/uchitel-russkogo-yazyka-i-literatury-32484682.html,40000,32484682,нет данных,нет данных,"В школу требуется учитель русского языка и литературы. Нагрузка 18 часов
- организация учебной деятельности обучающихся по освоению учебных дисциплин;

- педагогический контроль и оценка освоения образовательной программы в процессе промежуточной и итоговой аттестации; 
- разработка программно-методического обеспечения учебных дисциплин;
- ведение в установленном порядке учебной документации, Электронный журнал и Электронный дневник;

- соблюдение трудовой дисциплины в соответствии с правилами внутреннего распорядка для работников школы.

Требования:
Высшее педагогическое образование, хорошее знание школьных программ, технологий и методик обучения, владение ПК - опытный пользователь. 



Условия:
Начало работы 07 ноября 2022г. Испытательный срок 3 месяца.
Зарплата в соответствии с тарифной ставкой и коэффициентами стажа, образования, квалификации. Отпуск 56 календарных дней. 1 раз в пять лет компенсация на отдых и оздоровление. Доплата за эффективность по итогам мониторинга 1 раз в 6 месяцев.","<p>В школу требуется учитель русского языка и литературы. Нагрузка 18 часов</p><p>-  организация учебной деятельности обучающихся по освоению учебных дисциплин;<br /></p><p>- педагогический контроль и оценка освоения образовательной программы в процессе промежуточной и итоговой аттестации; </p><p>- разработка программно-методического обеспечения учебных дисциплин;</p><p>- ведение в установленном порядке учебной документации, Электронный журнал и Электронный дневник;<br /></p><p>- соблюдение трудовой дисциплины в соответствии с правилами внутреннего распорядка для работников школы.<br /><br /><b>Требования:</b><br />Высшее педагогическое образование, хорошее знание школьных программ, технологий и методик обучения, владение ПК - опытный пользователь. <br /></p><p><b><br /></b></p><p><b>Условия:</b></p><p>Начало работы 07 ноября 2022г. Испытательный срок 3 месяца.</p>Зарплата в соответствии с тарифной ставкой и коэффициентами стажа, образования, квалификации. Отпуск 56 календарных дней. 1 раз в пять лет компенсация на отдых и оздоровление. Доплата за эффективность по итогам мониторинга 1 раз в 6 месяцев."
Учитель информатики,https://nn.superjob.ru/vakansii/uchitel-informatiki-33318009.html,0,33318009,нет данных,нет данных,"Обязанности:
• Осуществляет обучение и воспитание обучающихся с учетом специфики преподаваемого предмета, проводит уроки и другие занятия в соответствии с расписанием в указанных помещениях.
• Составляет тематический план работы по предмету в каждой параллели классов на учебную четверть и рабочий план на каждый урок.
• В своей работе по предмету использует разнообразные приемы, методы и средства обучения.
• Реализует образовательные программы.
• Может переставлять по своему усмотрению темы уроков в отдельных разделах программы.
• Проводит с учащимися установленное учебным планом количество контрольных и практических работ, а также необходимые учебные экскурсии.
Требования:
Условия:","<b>Обязанности:</b><ul><li>Осуществляет обучение и воспитание обучающихся с учетом специфики преподаваемого предмета, проводит уроки и другие занятия в соответствии с расписанием в указанных помещениях.</li><li>Составляет тематический план работы по предмету в каждой параллели классов на учебную четверть и рабочий план на каждый урок.</li><li>В своей работе по предмету использует разнообразные приемы, методы и средства обучения.</li><li>Реализует образовательные программы.</li><li>Может переставлять по своему усмотрению темы уроков в отдельных разделах программы.</li><li>Проводит с учащимися установленное учебным планом количество контрольных и практических работ, а также необходимые учебные экскурсии.</li></ul><b>Требования:</b><br /><b>Условия:</b><br />"
Учитель математики,https://spb.superjob.ru/vakansii/uchitel-matematiki-30510178.html,0,30510178,нет данных,нет данных,"Обязанности:
Осуществляет обучение и воспитание обучающихся с учетом специфики преподаваемого предмета, проводит уроки и другие занятия в соответствии с расписанием в указанных помещениях, проведение элективных курсов, внеурочной деятельности по предмету. Составляет тематический план работы по предмету в каждой параллели классов на учебную четверть и рабочий план на каждый урок. В своей работе по предмету использует разнообразные приемы, методы и средства обучения. Реализует образовательные программы в рамках ФГОС. Может переставлять по своему усмотрению темы уроков в отдельных разделах программы. Проводит с учащимися установленное учебным планом количество контрольных и практических работ, а также необходимые учебные экскурсии. Заполнение электронного классного журнала.

Требования:
Образование: высшее, педагогическое (профильное), наличие квалификационной категории (высшая или первая квалификационная категория), опыт работы (от 6 лет), наличие курсов повышения квалификации за последние 3 года, профессионализм, адекватность, желание работать, любовь к детям.

Условия:
Оборудованный предметный кабинет с персональным ПК, выход в Интернет с любого ПК, учительская, столовая, актовый зал, гардероб персонала и т.д. Лицей реализует следующие образовательные программы: - 1-е – 7-е классы – общеобразовательные; - 8-е–9-е классы – общеобразовательные; обеспечивающие дополнительную (углубленную) подготовку по предмету естественнонаучного профиля; - 10-е–11-е классы – общеобразовательные, обеспечивающие дополнительную (углубленную) подготовку по предметам естественнонаучного профиля. Отпуск в летнее время 56 календарных дней, оформление согласно ТЗ.


С 01.09.2023г.","<b>Обязанности:</b><br />Осуществляет обучение и воспитание обучающихся с учетом специфики преподаваемого предмета, проводит уроки и другие занятия в соответствии с расписанием в указанных помещениях, проведение элективных курсов, внеурочной деятельности по предмету. Составляет тематический план работы по предмету в каждой параллели классов на учебную четверть и рабочий план на каждый урок. В своей работе по предмету использует разнообразные приемы, методы и средства обучения. Реализует образовательные программы в рамках ФГОС. Может переставлять по своему усмотрению темы уроков в отдельных разделах программы. Проводит с учащимися установленное учебным планом количество контрольных и практических работ, а также необходимые учебные экскурсии. Заполнение электронного классного журнала.<br /><br /><b>Требования:</b><br />Образование: высшее, педагогическое (профильное), наличие квалификационной категории (высшая или первая квалификационная категория), опыт работы (от 6 лет), наличие курсов повышения квалификации за последние 3 года, профессионализм, адекватность, желание работать, любовь к детям.<br /><br /><b>Условия:</b><br />Оборудованный предметный кабинет с персональным ПК, выход в Интернет с любого ПК, учительская, столовая, актовый зал, гардероб персонала и т.д. Лицей реализует следующие образовательные программы: - 1-е – 7-е классы – общеобразовательные; - 8-е–9-е классы – общеобразовательные; обеспечивающие дополнительную (углубленную) подготовку по предмету естественнонаучного профиля; - 10-е–11-е классы – общеобразовательные, обеспечивающие дополнительную (углубленную) подготовку по предметам естественнонаучного профиля. Отпуск в летнее время 56 календарных дней, оформление согласно ТЗ.<p><br /></p><p>С 01.09.2023г.</p>"
